date,hour,station,line,pax_TOTAL
2024-03-16,16,Humberto I,H,248
2024-03-16,16,Inclan,H,192
2024-03-16,16,Independencia,C,255
2024-03-16,16,Independencia.H,E,172
2024-03-16,16,Jose Hernandez,D,291
2024-03-16,16,Jose Maria Moreno,E,163
2024-03-16,16,Jujuy,E,134
2024-03-16,16,Juramento,D,686
2024-03-16,16,Las Heras,H,244
2024-03-16,16,Lavalle,C,243
2024-03-16,16,Leandro N. Alem,B,298
2024-03-16,16,Lima,A,199
2024-03-16,16,Loria,A,296
2024-03-16,16,Los Incas,B,258
2024-03-16,16,Malabia,B,621
2024-03-16,16,Mariano Moreno,C,99
2024-03-16,16,Medalla Milagrosa,E,62
2024-03-16,16,Medrano,B,614
2024-03-16,16,Ministro Carranza,D,405
2024-03-16,16,Olleros,D,343
2024-03-16,16,Once,H,716
2024-03-16,16,Palermo,D,682
2024-03-16,16,Pasco,A,103
2024-03-16,16,Pasteur,B,261
2024-03-16,16,Patricios,H,270
2024-03-16,16,Peru,A,135
2024-03-16,16,Pichincha,E,89
2024-03-16,16,Piedras,A,82
2024-03-16,16,Plaza Italia,D,676
2024-03-16,16,Plaza Miserere,A,567
2024-03-16,16,Plaza de Mayo,A,274
2024-03-16,16,Primera Junta,A,460
2024-03-16,16,Puan,A,258
2024-03-16,16,Pueyrredon,B,444
2024-03-16,16,Pueyrredon.D,D,224
2024-03-16,16,Pza. de los Virreyes,E,222
2024-03-16,16,Retiro,C,1043
2024-03-16,16,Retiro E,E,123
2024-03-16,16,Rio de Janeiro,A,334
2024-03-16,16,Rosas,B,699
2024-03-16,16,Saenz Pena ,A,201
2024-03-16,16,San Jose,E,172
2024-03-16,16,San Juan,C,150
2024-03-16,16,San Pedrito,A,963
2024-03-16,16,Santa Fe,H,496
2024-03-16,16,Scalabrini Ortiz,D,441
2024-03-16,16,Tribunales,D,193
2024-03-16,16,Tronador,B,168
2024-03-16,16,Urquiza,E,136
2024-03-16,16,Uruguay,B,315
2024-03-16,16,Varela,E,59
2024-03-16,16,Venezuela,H,277
2024-03-16,17,9 de julio,D,44
2024-03-16,17,Acoyte,A,614
2024-03-16,17,Aguero,D,310
2024-03-16,17,Alberti,A,138
2024-03-16,17,Angel Gallardo,B,477
2024-03-16,17,Avenida La Plata,E,180
2024-03-16,17,Avenida de Mayo,C,125
2024-03-16,17,Boedo,E,243
2024-03-16,17,Bolivar,E,150
2024-03-16,17,Bulnes,D,616
2024-03-16,17,Callao,D,314
2024-03-16,17,Callao.B,B,443
2024-03-16,17,Carabobo,A,326
2024-03-16,17,Carlos Gardel,B,1029
2024-03-16,17,Carlos Pellegrini,B,706
2024-03-16,17,Caseros,H,120
2024-03-16,17,Castro Barros,A,301
2024-03-16,17,Catalinas,E,41
2024-03-16,17,Catedral,D,335
2024-03-16,17,Congreso,A,290
2024-03-16,17,Congreso de Tucuman,D,588
2024-03-16,17,Constitucion,C,1684
2024-03-16,17,Cordoba,H,193
2024-03-16,17,Correo Central,E,226
2024-03-16,17,Corrientes,H,114
2024-03-16,17,Diagonal Norte,C,102
2024-03-16,17,Dorrego,B,373
2024-03-16,17,Echeverria,B,129
2024-03-16,17,Emilio Mitre,E,161
2024-03-16,17,Entre Rios,E,131
2024-03-16,17,Facultad de Derecho,H,158
2024-03-16,17,Federico Lacroze,B,661
2024-03-16,17,Flores,A,364
2024-03-16,17,Florida,B,224
2024-03-16,17,General Belgrano,E,87
2024-03-16,17,General San Martin,C,187
2024-03-16,17,Hospitales,H,259
2024-03-16,17,Humberto I,H,218
2024-03-16,17,Inclan,H,159
2024-03-16,17,Independencia,C,264
2024-03-16,17,Independencia.H,E,146
2024-03-16,17,Jose Hernandez,D,293
2024-03-16,17,Jose Maria Moreno,E,117
2024-03-16,17,Jujuy,E,90
2024-03-16,17,Juramento,D,791
2024-03-16,17,Las Heras,H,295
2024-03-16,17,Lavalle,C,179
2024-03-16,17,Leandro N. Alem,B,368
2024-03-16,17,Lima,A,165
2024-03-16,17,Loria,A,236
2024-03-16,17,Los Incas,B,288
2024-03-16,17,Malabia,B,582
2024-03-16,17,Mariano Moreno,C,92
2024-03-16,17,Medalla Milagrosa,E,67
2024-03-16,17,Medrano,B,440
2024-03-16,17,Ministro Carranza,D,337
2024-03-16,17,Olleros,D,331
2024-03-16,17,Once,H,593
2024-03-16,17,Palermo,D,658
2024-03-16,17,Pasco,A,110
2024-03-16,17,Pasteur,B,233
2024-03-16,17,Patricios,H,267
2024-03-16,17,Peru,A,145
2024-03-16,17,Pichincha,E,124
2024-03-16,17,Piedras,A,79
2024-03-16,17,Plaza Italia,D,668
2024-03-16,17,Plaza Miserere,A,398
2024-03-16,17,Plaza de Mayo,A,379
2024-03-16,17,Primera Junta,A,297
2024-03-16,17,Puan,A,194
2024-03-16,17,Pueyrredon,B,401
2024-03-16,17,Pueyrredon.D,D,197
2024-03-16,17,Pza. de los Virreyes,E,191
2024-03-16,17,Retiro,C,1231
2024-03-16,17,Retiro E,E,127
2024-03-16,17,Rio de Janeiro,A,298
2024-03-16,17,Rosas,B,612
2024-03-16,17,Saenz Pena ,A,178
2024-03-16,17,San Jose,E,117
2024-03-16,17,San Juan,C,146
2024-03-16,17,San Pedrito,A,576
2024-03-16,17,Santa Fe,H,361
2024-03-16,17,Scalabrini Ortiz,D,380
2024-03-16,17,Tribunales,D,170
2024-03-16,17,Tronador,B,189
2024-03-16,17,Urquiza,E,113
2024-03-16,17,Uruguay,B,281
2024-03-16,17,Varela,E,64
2024-03-16,17,Venezuela,H,183
2024-03-16,18,9 de julio,D,46
2024-03-16,18,Acoyte,A,539
2024-03-16,18,Aguero,D,282
2024-03-16,18,Alberti,A,133
2024-03-16,18,Angel Gallardo,B,533
2024-03-16,18,Avenida La Plata,E,140
2024-03-16,18,Avenida de Mayo,C,121
2024-03-16,18,Boedo,E,192
2024-03-16,18,Bolivar,E,151
2024-03-16,18,Bulnes,D,658
2024-03-16,18,Callao,D,368
2024-03-16,18,Callao.B,B,379
2024-03-16,18,Carabobo,A,352
2024-03-16,18,Carlos Gardel,B,1067
2024-03-16,18,Carlos Pellegrini,B,631
2024-03-16,18,Caseros,H,144
2024-03-16,18,Castro Barros,A,284
2024-03-16,18,Catalinas,E,54
2024-03-16,18,Catedral,D,275
2024-03-16,18,Congreso,A,331
2024-03-16,18,Congreso de Tucuman,D,572
2024-03-16,18,Constitucion,C,1366
2024-03-16,18,Cordoba,H,176
2024-03-16,18,Correo Central,E,210
2024-03-16,18,Corrientes,H,170
2024-03-16,18,Diagonal Norte,C,97
2024-03-16,18,Dorrego,B,437
2024-03-16,18,Echeverria,B,162
2024-03-16,18,Emilio Mitre,E,143
2024-03-16,18,Entre Rios,E,167
2024-03-16,18,Facultad de Derecho,H,251
2024-03-16,18,Federico Lacroze,B,583
2024-03-16,18,Flores,A,252
2024-03-16,18,Florida,B,289
2024-03-16,18,General Belgrano,E,64
2024-03-16,18,General San Martin,C,157
2024-03-16,18,Hospitales,H,169
2024-03-16,18,Humberto I,H,197
2024-03-16,18,Inclan,H,163
2024-03-16,18,Independencia,C,195
2024-03-16,18,Independencia.H,E,149
2024-03-16,18,Jose Hernandez,D,303
2024-03-16,18,Jose Maria Moreno,E,109
2024-03-16,18,Jujuy,E,101
2024-03-16,18,Juramento,D,761
2024-03-16,18,Las Heras,H,352
2024-03-16,18,Lavalle,C,189
2024-03-16,18,Leandro N. Alem,B,338
2024-03-16,18,Lima,A,162
2024-03-16,18,Loria,A,276
2024-03-16,18,Los Incas,B,242
2024-03-16,18,Malabia,B,635
2024-03-16,18,Mariano Moreno,C,114
2024-03-16,18,Medalla Milagrosa,E,74
2024-03-16,18,Medrano,B,491
2024-03-16,18,Ministro Carranza,D,362
2024-03-16,18,Olleros,D,291
2024-03-16,18,Once,H,452
2024-03-16,18,Palermo,D,605
2024-03-16,18,Pasco,A,87
2024-03-16,18,Pasteur,B,182
2024-03-16,18,Patricios,H,266
2024-03-16,18,Peru,A,160
2024-03-16,18,Pichincha,E,93
2024-03-16,18,Piedras,A,89
2024-03-16,18,Plaza Italia,D,681
2024-03-16,18,Plaza Miserere,A,393
2024-03-16,18,Plaza de Mayo,A,326
2024-03-16,18,Primera Junta,A,356
2024-03-16,18,Puan,A,192
2024-03-16,18,Pueyrredon,B,283
2024-03-16,18,Pueyrredon.D,D,207
2024-03-16,18,Pza. de los Virreyes,E,199
2024-03-16,18,Retiro,C,1189
2024-03-16,18,Retiro E,E,161
2024-03-16,18,Rio de Janeiro,A,267
2024-03-16,18,Rosas,B,610
2024-03-16,18,Saenz Pena ,A,163
2024-03-16,18,San Jose,E,129
2024-03-16,18,San Juan,C,164
2024-03-16,18,San Pedrito,A,467
2024-03-16,18,Santa Fe,H,372
2024-03-16,18,Scalabrini Ortiz,D,400
2024-03-16,18,Tribunales,D,151
2024-03-16,18,Tronador,B,137
2024-03-16,18,Urquiza,E,102
2024-03-16,18,Uruguay,B,308
2024-03-16,18,Varela,E,57
2024-03-16,18,Venezuela,H,194
2024-03-16,19,9 de julio,D,58
2024-03-16,19,Acoyte,A,587
2024-03-16,19,Aguero,D,300
2024-03-16,19,Alberti,A,156
2024-03-16,19,Angel Gallardo,B,584
2024-03-16,19,Avenida La Plata,E,196
2024-03-16,19,Avenida de Mayo,C,98
2024-03-16,19,Boedo,E,210
2024-03-16,19,Bolivar,E,191
2024-03-16,19,Bulnes,D,759
2024-03-16,19,Callao,D,407
2024-03-16,19,Callao.B,B,438
2024-03-16,19,Carabobo,A,341
2024-03-16,19,Carlos Gardel,B,1102
2024-03-16,19,Carlos Pellegrini,B,625
2024-03-16,19,Caseros,H,160
2024-03-16,19,Castro Barros,A,293
2024-03-16,19,Catalinas,E,70
2024-03-16,19,Catedral,D,290
2024-03-16,19,Congreso,A,340
2024-03-16,19,Congreso de Tucuman,D,595
2024-03-16,19,Constitucion,C,1166
2024-03-16,19,Cordoba,H,177
2024-03-16,19,Correo Central,E,282
2024-03-16,19,Corrientes,H,138
2024-03-16,19,Diagonal Norte,C,113
2024-03-16,19,Dorrego,B,406
2024-03-16,19,Echeverria,B,191
2024-03-16,19,Emilio Mitre,E,168
2024-03-16,19,Entre Rios,E,130
2024-03-16,19,Facultad de Derecho,H,262
2024-03-16,19,Federico Lacroze,B,572
2024-03-16,19,Flores,A,320
2024-03-16,19,Florida,B,295
2024-03-16,19,General Belgrano,E,104
2024-03-16,19,General San Martin,C,136
2024-03-16,19,Hospitales,H,200
2024-03-16,19,Humberto I,H,185
2024-03-16,19,Inclan,H,144
2024-03-16,19,Independencia,C,236
2024-03-16,19,Independencia.H,E,126
2024-03-16,19,Jose Hernandez,D,317
2024-03-16,19,Jose Maria Moreno,E,139
2024-03-16,19,Jujuy,E,67
2024-03-16,19,Juramento,D,826
2024-03-16,19,Las Heras,H,342
2024-03-16,19,Lavalle,C,206
2024-03-16,19,Leandro N. Alem,B,442
2024-03-16,19,Lima,A,174
2024-03-16,19,Loria,A,226
2024-03-16,19,Los Incas,B,233
2024-03-16,19,Malabia,B,668
2024-03-16,19,Mariano Moreno,C,101
2024-03-16,19,Medalla Milagrosa,E,34
2024-03-16,19,Medrano,B,501
2024-03-16,19,Ministro Carranza,D,261
2024-03-16,19,Olleros,D,311
2024-03-16,19,Once,H,425
2024-03-16,19,Palermo,D,688
2024-03-16,19,Pasco,A,63
2024-03-16,19,Pasteur,B,208
2024-03-16,19,Patricios,H,223
2024-03-16,19,Peru,A,154
2024-03-16,19,Pichincha,E,115
2024-03-16,19,Piedras,A,97
2024-03-16,19,Plaza Italia,D,744
2024-03-16,19,Plaza Miserere,A,312
2024-03-16,19,Plaza de Mayo,A,370
2024-03-16,19,Primera Junta,A,340
2024-03-16,19,Puan,A,202
2024-03-16,19,Pueyrredon,B,256
2024-03-16,19,Pueyrredon.D,D,192
2024-03-16,19,Pza. de los Virreyes,E,177
2024-03-16,19,Retiro,C,1034
2024-03-16,19,Retiro E,E,136
2024-03-16,19,Rio de Janeiro,A,272
2024-03-16,19,Rosas,B,532
2024-03-16,19,Saenz Pena ,A,144
2024-03-16,19,San Jose,E,88
2024-03-16,19,San Juan,C,120
2024-03-16,19,San Pedrito,A,360
2024-03-16,19,Santa Fe,H,383
2024-03-16,19,Scalabrini Ortiz,D,438
2024-03-16,19,Tribunales,D,149
2024-03-16,19,Tronador,B,156
2024-03-16,19,Urquiza,E,106
2024-03-16,19,Uruguay,B,300
2024-03-16,19,Varela,E,58
2024-03-16,19,Venezuela,H,232
2024-03-16,20,9 de julio,D,27
2024-03-16,20,Acoyte,A,435
2024-03-16,20,Aguero,D,307
2024-03-16,20,Alberti,A,111
2024-03-16,20,Angel Gallardo,B,479
2024-03-16,20,Avenida La Plata,E,161
2024-03-16,20,Avenida de Mayo,C,101
2024-03-16,20,Boedo,E,194
2024-03-16,20,Bolivar,E,110
2024-03-16,20,Bulnes,D,701
2024-03-16,20,Callao,D,324
2024-03-16,20,Callao.B,B,364
2024-03-16,20,Carabobo,A,238
2024-03-16,20,Carlos Gardel,B,1000
2024-03-16,20,Carlos Pellegrini,B,593
2024-03-16,20,Caseros,H,121
2024-03-16,20,Castro Barros,A,258
2024-03-16,20,Catalinas,E,43
2024-03-16,20,Catedral,D,201
2024-03-16,20,Congreso,A,243
2024-03-16,20,Congreso de Tucuman,D,569
2024-03-16,20,Constitucion,C,1075
2024-03-16,20,Cordoba,H,179
2024-03-16,20,Correo Central,E,217
2024-03-16,20,Corrientes,H,116
2024-03-16,20,Diagonal Norte,C,91
2024-03-16,20,Dorrego,B,333
2024-03-16,20,Echeverria,B,190
2024-03-16,20,Emilio Mitre,E,160
2024-03-16,20,Entre Rios,E,129
2024-03-16,20,Facultad de Derecho,H,194
2024-03-16,20,Federico Lacroze,B,565
2024-03-16,20,Flores,A,228
2024-03-16,20,Florida,B,211
2024-03-16,20,General Belgrano,E,55
2024-03-16,20,General San Martin,C,132
2024-03-16,20,Hospitales,H,190
2024-03-16,20,Humberto I,H,166
2024-03-16,20,Inclan,H,153
2024-03-16,20,Independencia,C,211
2024-03-16,20,Independencia.H,E,126
2024-03-16,20,Jose Hernandez,D,252
2024-03-16,20,Jose Maria Moreno,E,128
2024-03-16,20,Jujuy,E,96
2024-03-16,20,Juramento,D,777
2024-03-16,20,Las Heras,H,299
2024-03-16,20,Lavalle,C,196
2024-03-16,20,Leandro N. Alem,B,329
2024-03-16,20,Lima,A,139
2024-03-16,20,Loria,A,204
2024-03-16,20,Los Incas,B,203
2024-03-16,20,Malabia,B,550
2024-03-16,20,Mariano Moreno,C,55
2024-03-16,20,Medalla Milagrosa,E,55
2024-03-16,20,Medrano,B,454
2024-03-16,20,Ministro Carranza,D,252
2024-03-16,20,Olleros,D,340
2024-03-16,20,Once,H,361
2024-03-16,20,Palermo,D,589
2024-03-16,20,Pasco,A,66
2024-03-16,20,Pasteur,B,128
2024-03-16,20,Patricios,H,210
2024-03-16,20,Peru,A,132
2024-03-16,20,Pichincha,E,78
2024-03-16,20,Piedras,A,61
2024-03-16,20,Plaza Italia,D,446
2024-03-16,20,Plaza Miserere,A,239
2024-03-16,20,Plaza de Mayo,A,268
2024-03-16,20,Primera Junta,A,263
2024-03-16,20,Puan,A,130
2024-03-16,20,Pueyrredon,B,201
2024-03-16,20,Pueyrredon.D,D,180
2024-03-16,20,Pza. de los Virreyes,E,113
2024-03-16,20,Retiro,C,842
2024-03-16,20,Retiro E,E,113
2024-03-16,20,Rio de Janeiro,A,293
2024-03-16,20,Rosas,B,549
2024-03-16,20,Saenz Pena ,A,121
2024-03-16,20,San Jose,E,55
2024-03-16,20,San Juan,C,97
2024-03-16,20,San Pedrito,A,342
2024-03-16,20,Santa Fe,H,426
2024-03-16,20,Scalabrini Ortiz,D,421
2024-03-16,20,Tribunales,D,117
2024-03-16,20,Tronador,B,113
2024-03-16,20,Urquiza,E,72
2024-03-16,20,Uruguay,B,211
2024-03-16,20,Varela,E,33
2024-03-16,20,Venezuela,H,130
2024-03-16,21,9 de julio,D,20
2024-03-16,21,Acoyte,A,290
2024-03-16,21,Aguero,D,179
2024-03-16,21,Alberti,A,88
2024-03-16,21,Angel Gallardo,B,317
2024-03-16,21,Avenida La Plata,E,65
2024-03-16,21,Avenida de Mayo,C,66
2024-03-16,21,Boedo,E,102
2024-03-16,21,Bolivar,E,91
2024-03-16,21,Bulnes,D,423
2024-03-16,21,Callao,D,223
2024-03-16,21,Callao.B,B,250
2024-03-16,21,Carabobo,A,191
2024-03-16,21,Carlos Gardel,B,816
2024-03-16,21,Carlos Pellegrini,B,598
2024-03-16,21,Caseros,H,99
2024-03-16,21,Castro Barros,A,182
2024-03-16,21,Catalinas,E,39
2024-03-16,21,Catedral,D,133
2024-03-16,21,Congreso,A,285
2024-03-16,21,Congreso de Tucuman,D,390
2024-03-16,21,Constitucion,C,820
2024-03-16,21,Cordoba,H,152
2024-03-16,21,Correo Central,E,297
2024-03-16,21,Corrientes,H,81
2024-03-16,21,Diagonal Norte,C,59
2024-03-16,21,Dorrego,B,242
2024-03-16,21,Echeverria,B,126
2024-03-16,21,Emilio Mitre,E,82
2024-03-16,21,Entre Rios,E,90
2024-03-16,21,Facultad de Derecho,H,91
2024-03-16,21,Federico Lacroze,B,359
2024-03-16,21,Flores,A,180
2024-03-16,21,Florida,B,121
2024-03-16,21,General Belgrano,E,37
2024-03-16,21,General San Martin,C,67
2024-03-16,21,Hospitales,H,113
2024-03-16,21,Humberto I,H,130
2024-03-16,21,Inclan,H,159
2024-03-16,21,Independencia,C,124
2024-03-16,21,Independencia.H,E,98
2024-03-16,21,Jose Hernandez,D,154
2024-03-16,21,Jose Maria Moreno,E,82
2024-03-16,21,Jujuy,E,74
2024-03-16,21,Juramento,D,417
2024-03-16,21,Las Heras,H,154
2024-03-16,21,Lavalle,C,146
2024-03-16,21,Leandro N. Alem,B,279
2024-03-16,21,Lima,A,151
2024-03-16,21,Loria,A,190
2024-03-16,21,Los Incas,B,155
2024-03-16,21,Malabia,B,393
2024-03-16,21,Mariano Moreno,C,54
2024-03-16,21,Medalla Milagrosa,E,33
2024-03-16,21,Medrano,B,359
2024-03-16,21,Ministro Carranza,D,177
2024-03-16,21,Olleros,D,192
2024-03-16,21,Once,H,221
2024-03-16,21,Palermo,D,411
2024-03-16,21,Pasco,A,52
2024-03-16,21,Pasteur,B,109
2024-03-16,21,Patricios,H,122
2024-03-16,21,Peru,A,82
2024-03-16,21,Pichincha,E,58
2024-03-16,21,Piedras,A,78
2024-03-16,21,Plaza Italia,D,252
2024-03-16,21,Plaza Miserere,A,182
2024-03-16,21,Plaza de Mayo,A,196
2024-03-16,21,Primera Junta,A,202
2024-03-16,21,Puan,A,138
2024-03-16,21,Pueyrredon,B,112
2024-03-16,21,Pueyrredon.D,D,111
2024-03-16,21,Pza. de los Virreyes,E,107
2024-03-16,21,Retiro,C,539
2024-03-16,21,Retiro E,E,91
2024-03-16,21,Rio de Janeiro,A,206
2024-03-16,21,Rosas,B,387
2024-03-16,21,Saenz Pena ,A,100
2024-03-16,21,San Jose,E,46
2024-03-16,21,San Juan,C,66
2024-03-16,21,San Pedrito,A,217
2024-03-16,21,Santa Fe,H,263
2024-03-16,21,Scalabrini Ortiz,D,237
2024-03-16,21,Tribunales,D,248
2024-03-16,21,Tronador,B,89
2024-03-16,21,Urquiza,E,57
2024-03-16,21,Uruguay,B,280
2024-03-16,21,Varela,E,23
2024-03-16,21,Venezuela,H,98
2024-03-16,22,9 de julio,D,22
2024-03-16,22,Acoyte,A,129
2024-03-16,22,Aguero,D,102
2024-03-16,22,Alberti,A,53
2024-03-16,22,Angel Gallardo,B,171
2024-03-16,22,Avenida La Plata,E,44
2024-03-16,22,Avenida de Mayo,C,34
2024-03-16,22,Boedo,E,85
2024-03-16,22,Bolivar,E,65
2024-03-16,22,Bulnes,D,296
2024-03-16,22,Callao,D,129
2024-03-16,22,Callao.B,B,228
2024-03-16,22,Carabobo,A,103
2024-03-16,22,Carlos Gardel,B,683
2024-03-16,22,Carlos Pellegrini,B,435
2024-03-16,22,Caseros,H,58
2024-03-16,22,Castro Barros,A,91
2024-03-16,22,Catalinas,E,32
2024-03-16,22,Catedral,D,90
2024-03-16,22,Congreso,A,164
2024-03-16,22,Congreso de Tucuman,D,197
2024-03-16,22,Constitucion,C,449
2024-03-16,22,Cordoba,H,91
2024-03-16,22,Correo Central,E,117
2024-03-16,22,Corrientes,H,58
2024-03-16,22,Diagonal Norte,C,22
2024-03-16,22,Dorrego,B,176
2024-03-16,22,Echeverria,B,43
2024-03-16,22,Emilio Mitre,E,88
2024-03-16,22,Entre Rios,E,55
2024-03-16,22,Facultad de Derecho,H,55
2024-03-16,22,Federico Lacroze,B,215
2024-03-16,22,Flores,A,60
2024-03-16,22,Florida,B,105
2024-03-16,22,General Belgrano,E,31
2024-03-16,22,General San Martin,C,31
2024-03-16,22,Hospitales,H,53
2024-03-16,22,Humberto I,H,64
2024-03-16,22,Inclan,H,69
2024-03-16,22,Independencia,C,79
2024-03-16,22,Independencia.H,E,60
2024-03-16,22,Jose Hernandez,D,81
2024-03-16,22,Jose Maria Moreno,E,33
2024-03-16,22,Jujuy,E,48
2024-03-16,22,Juramento,D,234
2024-03-16,22,Las Heras,H,96
2024-03-16,22,Lavalle,C,38
2024-03-16,22,Leandro N. Alem,B,171
2024-03-16,22,Lima,A,133
2024-03-16,22,Loria,A,76
2024-03-16,22,Los Incas,B,87
2024-03-16,22,Malabia,B,213
2024-03-16,22,Mariano Moreno,C,33
2024-03-16,22,Medalla Milagrosa,E,23
2024-03-16,22,Medrano,B,153
2024-03-16,22,Ministro Carranza,D,110
2024-03-16,22,Olleros,D,89
2024-03-16,22,Once,H,124
2024-03-16,22,Palermo,D,231
2024-03-16,22,Pasco,A,34
2024-03-16,22,Pasteur,B,77
2024-03-16,22,Patricios,H,88
2024-03-16,22,Peru,A,54
2024-03-16,22,Pichincha,E,28
2024-03-16,22,Piedras,A,56
2024-03-16,22,Plaza Italia,D,156
2024-03-16,22,Plaza Miserere,A,102
2024-03-16,22,Plaza de Mayo,A,137
2024-03-16,22,Primera Junta,A,94
2024-03-16,22,Puan,A,45
2024-03-16,22,Pueyrredon,B,75
2024-03-16,22,Pueyrredon.D,D,62
2024-03-16,22,Pza. de los Virreyes,E,41
2024-03-16,22,Retiro,C,275
2024-03-16,22,Retiro E,E,48
2024-03-16,22,Rio de Janeiro,A,91
2024-03-16,22,Rosas,B,196
2024-03-16,22,Saenz Pena ,A,79
2024-03-16,22,San Jose,E,45
2024-03-16,22,San Juan,C,41
2024-03-16,22,San Pedrito,A,113
2024-03-16,22,Santa Fe,H,112
2024-03-16,22,Scalabrini Ortiz,D,134
2024-03-16,22,Tribunales,D,96
2024-03-16,22,Tronador,B,60
2024-03-16,22,Urquiza,E,23
2024-03-16,22,Uruguay,B,248
2024-03-16,22,Varela,E,16
2024-03-16,22,Venezuela,H,77
2024-03-16,23,9 de julio,D,9
2024-03-16,23,Acoyte,A,44
2024-03-16,23,Aguero,D,42
2024-03-16,23,Alberti,A,21
2024-03-16,23,Angel Gallardo,B,59
2024-03-16,23,Avenida La Plata,E,16
2024-03-16,23,Avenida de Mayo,C,13
2024-03-16,23,Boedo,E,21
2024-03-16,23,Bolivar,E,19
2024-03-16,23,Bulnes,D,70
2024-03-16,23,Callao,D,52
2024-03-16,23,Callao.B,B,147
2024-03-16,23,Carabobo,A,22
2024-03-16,23,Carlos Gardel,B,113
2024-03-16,23,Carlos Pellegrini,B,168
2024-03-16,23,Caseros,H,11
2024-03-16,23,Castro Barros,A,24
2024-03-16,23,Catalinas,E,31
2024-03-16,23,Catedral,D,31
2024-03-16,23,Congreso,A,82
2024-03-16,23,Congreso de Tucuman,D,40
2024-03-16,23,Constitucion,C,88
2024-03-16,23,Cordoba,H,18
2024-03-16,23,Correo Central,E,30
2024-03-16,23,Corrientes,H,19
2024-03-16,23,Diagonal Norte,C,9
2024-03-16,23,Dorrego,B,57
2024-03-16,23,Echeverria,B,6
2024-03-16,23,Emilio Mitre,E,4
2024-03-16,23,Entre Rios,E,15
2024-03-16,23,Facultad de Derecho,H,17
2024-03-16,23,Federico Lacroze,B,78
2024-03-16,23,Flores,A,14
2024-03-16,23,Florida,B,21
2024-03-16,23,General Belgrano,E,30
2024-03-16,23,General San Martin,C,16
2024-03-16,23,Hospitales,H,14
2024-03-16,23,Humberto I,H,22
2024-03-16,23,Inclan,H,44
2024-03-16,23,Independencia,C,33
2024-03-16,23,Independencia.H,E,19
2024-03-16,23,Jose Hernandez,D,41
2024-03-16,23,Jose Maria Moreno,E,9
2024-03-16,23,Jujuy,E,8
2024-03-16,23,Juramento,D,51
2024-03-16,23,Las Heras,H,19
2024-03-16,23,Lavalle,C,4
2024-03-16,23,Leandro N. Alem,B,82
2024-03-16,23,Lima,A,37
2024-03-16,23,Loria,A,25
2024-03-16,23,Los Incas,B,16
2024-03-16,23,Malabia,B,63
2024-03-16,23,Mariano Moreno,C,7
2024-03-16,23,Medalla Milagrosa,E,1
2024-03-16,23,Medrano,B,65
2024-03-16,23,Ministro Carranza,D,36
2024-03-16,23,Olleros,D,29
2024-03-16,23,Once,H,47
2024-03-16,23,Palermo,D,62
2024-03-16,23,Pasco,A,3
2024-03-16,23,Pasteur,B,22
2024-03-16,23,Patricios,H,36
2024-03-16,23,Peru,A,44
2024-03-16,23,Pichincha,E,12
2024-03-16,23,Piedras,A,17
2024-03-16,23,Plaza Italia,D,53
2024-03-16,23,Plaza Miserere,A,33
2024-03-16,23,Plaza de Mayo,A,32
2024-03-16,23,Primera Junta,A,28
2024-03-16,23,Puan,A,16
2024-03-16,23,Pueyrredon,B,23
2024-03-16,23,Pueyrredon.D,D,17
2024-03-16,23,Pza. de los Virreyes,E,7
2024-03-16,23,Retiro,C,97
2024-03-16,23,Retiro E,E,31
2024-03-16,23,Rio de Janeiro,A,46
2024-03-16,23,Rosas,B,29
2024-03-16,23,Saenz Pena ,A,41
2024-03-16,23,San Jose,E,12
2024-03-16,23,San Juan,C,6
2024-03-16,23,San Pedrito,A,13
2024-03-16,23,Santa Fe,H,57
2024-03-16,23,Scalabrini Ortiz,D,42
2024-03-16,23,Tribunales,D,48
2024-03-16,23,Tronador,B,14
2024-03-16,23,Urquiza,E,13
2024-03-16,23,Uruguay,B,152
2024-03-16,23,Varela,E,6
2024-03-16,23,Venezuela,H,15
2024-03-17,0,9 de julio,D,3
2024-03-17,0,Acoyte,A,2
2024-03-17,0,Aguero,D,3
2024-03-17,0,Alberti,A,1
2024-03-17,0,Callao,D,1
2024-03-17,0,Caseros,H,1
2024-03-17,0,Castro Barros,A,2
2024-03-17,0,Congreso,A,2
2024-03-17,0,Cordoba,H,1
2024-03-17,0,Corrientes,H,2
2024-03-17,0,Flores,A,1
2024-03-17,0,Humberto I,H,1
2024-03-17,0,Inclan,H,1
2024-03-17,0,Independencia,C,1
2024-03-17,0,Loria,A,1
2024-03-17,0,Los Incas,B,1
2024-03-17,0,Medalla Milagrosa,E,1
2024-03-17,0,Once,H,2
2024-03-17,0,Plaza Miserere,A,1
2024-03-17,0,Plaza de Mayo,A,1
2024-03-17,7,9 de julio,D,2
2024-03-17,7,Acoyte,A,8
2024-03-17,7,Aguero,D,5
2024-03-17,7,Alberti,A,3
2024-03-17,7,Angel Gallardo,B,10
2024-03-17,7,Avenida La Plata,E,6
2024-03-17,7,Avenida de Mayo,C,2
2024-03-17,7,Boedo,E,12
2024-03-17,7,Bolivar,E,4
2024-03-17,7,Bulnes,D,4
2024-03-17,7,Callao,D,6
2024-03-17,7,Callao.B,B,15
2024-03-17,7,Carabobo,A,8
2024-03-17,7,Carlos Gardel,B,10
2024-03-17,7,Carlos Pellegrini,B,33
