date,hour,station,line,pax_TOTAL
2024-03-04,10,Independencia.H,E,228
2024-03-04,10,Jose Hernandez,D,1
2024-03-04,10,Jose Maria Moreno,E,217
2024-03-04,10,Jujuy,E,171
2024-03-04,10,Juramento,D,3
2024-03-04,10,Las Heras,H,333
2024-03-04,10,Lavalle,C,130
2024-03-04,10,Leandro N. Alem,B,459
2024-03-04,10,Lima,A,247
2024-03-04,10,Loria,A,345
2024-03-04,10,Los Incas,B,445
2024-03-04,10,Malabia,B,797
2024-03-04,10,Mariano Moreno,C,128
2024-03-04,10,Medalla Milagrosa,E,102
2024-03-04,10,Medrano,B,757
2024-03-04,10,Ministro Carranza,D,6
2024-03-04,10,Once,H,638
2024-03-04,10,Pasco,A,151
2024-03-04,10,Pasteur,B,454
2024-03-04,10,Patricios,H,362
2024-03-04,10,Peru,A,235
2024-03-04,10,Pichincha,E,111
2024-03-04,10,Piedras,A,158
2024-03-04,10,Plaza Italia,D,1
2024-03-04,10,Plaza Miserere,A,873
2024-03-04,10,Plaza de Mayo,A,452
2024-03-04,10,Primera Junta,A,700
2024-03-04,10,Puan,A,354
2024-03-04,10,Pueyrredon,B,620
2024-03-04,10,Pueyrredon.D,D,1
2024-03-04,10,Pza. de los Virreyes,E,430
2024-03-04,10,Retiro,C,1642
2024-03-04,10,Retiro E,E,341
2024-03-04,10,Rio de Janeiro,A,530
2024-03-04,10,Rosas,B,1231
2024-03-04,10,Saenz Pena ,A,253
2024-03-04,10,San Jose,E,108
2024-03-04,10,San Juan,C,170
2024-03-04,10,San Pedrito,A,1316
2024-03-04,10,Santa Fe,H,570
2024-03-04,10,Tronador,B,210
2024-03-04,10,Urquiza,E,189
2024-03-04,10,Uruguay,B,459
2024-03-04,10,Varela,E,134
2024-03-04,10,Venezuela,H,288
2024-03-04,11,9 de julio,D,11
2024-03-04,11,Acoyte,A,627
2024-03-04,11,Alberti,A,221
2024-03-04,11,Angel Gallardo,B,734
2024-03-04,11,Avenida La Plata,E,229
2024-03-04,11,Avenida de Mayo,C,215
2024-03-04,11,Boedo,E,218
2024-03-04,11,Bolivar,E,284
2024-03-04,11,Callao,D,6
2024-03-04,11,Callao.B,B,634
2024-03-04,11,Carabobo,A,478
2024-03-04,11,Carlos Gardel,B,478
2024-03-04,11,Carlos Pellegrini,B,613
2024-03-04,11,Caseros,H,332
2024-03-04,11,Castro Barros,A,370
2024-03-04,11,Catalinas,E,80
2024-03-04,11,Catedral,D,7
2024-03-04,11,Congreso,A,528
2024-03-04,11,Constitucion,C,3186
2024-03-04,11,Cordoba,H,398
2024-03-04,11,Correo Central,E,166
2024-03-04,11,Corrientes,H,207
2024-03-04,11,Diagonal Norte,C,158
2024-03-04,11,Dorrego,B,504
2024-03-04,11,Echeverria,B,200
2024-03-04,11,Emilio Mitre,E,162
2024-03-04,11,Entre Rios,E,200
2024-03-04,11,Facultad de Derecho,H,145
2024-03-04,11,Federico Lacroze,B,1281
2024-03-04,11,Flores,A,490
2024-03-04,11,Florida,B,614
2024-03-04,11,General Belgrano,E,63
2024-03-04,11,General San Martin,C,144
2024-03-04,11,Hospitales,H,512
2024-03-04,11,Humberto I,H,274
2024-03-04,11,Inclan,H,209
2024-03-04,11,Independencia,C,212
2024-03-04,11,Independencia.H,E,292
2024-03-04,11,Jose Maria Moreno,E,184
2024-03-04,11,Jujuy,E,154
2024-03-04,11,Las Heras,H,352
2024-03-04,11,Lavalle,C,193
2024-03-04,11,Leandro N. Alem,B,544
2024-03-04,11,Lima,A,290
2024-03-04,11,Loria,A,378
2024-03-04,11,Los Incas,B,376
2024-03-04,11,Malabia,B,713
2024-03-04,11,Mariano Moreno,C,158
2024-03-04,11,Medalla Milagrosa,E,81
2024-03-04,11,Medrano,B,746
2024-03-04,11,Ministro Carranza,D,6
2024-03-04,11,Olleros,D,1
2024-03-04,11,Once,H,767
2024-03-04,11,Pasco,A,177
2024-03-04,11,Pasteur,B,667
2024-03-04,11,Patricios,H,354
2024-03-04,11,Peru,A,334
2024-03-04,11,Pichincha,E,110
2024-03-04,11,Piedras,A,207
2024-03-04,11,Plaza Italia,D,4
2024-03-04,11,Plaza Miserere,A,810
2024-03-04,11,Plaza de Mayo,A,488
2024-03-04,11,Primera Junta,A,672
2024-03-04,11,Puan,A,319
2024-03-04,11,Pueyrredon,B,807
2024-03-04,11,Pueyrredon.D,D,4
2024-03-04,11,Pza. de los Virreyes,E,397
2024-03-04,11,Retiro,C,1380
2024-03-04,11,Retiro E,E,234
2024-03-04,11,Rio de Janeiro,A,505
2024-03-04,11,Rosas,B,1032
2024-03-04,11,Saenz Pena ,A,316
2024-03-04,11,San Jose,E,117
2024-03-04,11,San Juan,C,186
2024-03-04,11,San Pedrito,A,1173
2024-03-04,11,Santa Fe,H,623
2024-03-04,11,Tronador,B,283
2024-03-04,11,Urquiza,E,142
2024-03-04,11,Uruguay,B,600
2024-03-04,11,Varela,E,109
2024-03-04,11,Venezuela,H,276
2024-03-04,12,9 de julio,D,1
2024-03-04,12,Acoyte,A,722
2024-03-04,12,Aguero,D,1
2024-03-04,12,Alberti,A,291
2024-03-04,12,Angel Gallardo,B,715
2024-03-04,12,Avenida La Plata,E,312
2024-03-04,12,Avenida de Mayo,C,209
2024-03-04,12,Boedo,E,276
2024-03-04,12,Bolivar,E,359
2024-03-04,12,Bulnes,D,1
2024-03-04,12,Callao,D,7
2024-03-04,12,Callao.B,B,904
2024-03-04,12,Carabobo,A,549
2024-03-04,12,Carlos Gardel,B,609
2024-03-04,12,Carlos Pellegrini,B,870
2024-03-04,12,Caseros,H,475
2024-03-04,12,Castro Barros,A,513
2024-03-04,12,Catalinas,E,131
2024-03-04,12,Catedral,D,2
2024-03-04,12,Congreso,A,703
2024-03-04,12,Constitucion,C,2670
2024-03-04,12,Cordoba,H,457
2024-03-04,12,Correo Central,E,188
2024-03-04,12,Corrientes,H,255
2024-03-04,12,Diagonal Norte,C,214
2024-03-04,12,Dorrego,B,527
2024-03-04,12,Echeverria,B,239
2024-03-04,12,Emilio Mitre,E,188
2024-03-04,12,Entre Rios,E,232
2024-03-04,12,Facultad de Derecho,H,123
2024-03-04,12,Federico Lacroze,B,1181
2024-03-04,12,Flores,A,690
2024-03-04,12,Florida,B,755
2024-03-04,12,General Belgrano,E,159
2024-03-04,12,General San Martin,C,192
2024-03-04,12,Hospitales,H,657
2024-03-04,12,Humberto I,H,332
2024-03-04,12,Inclan,H,260
2024-03-04,12,Independencia,C,237
2024-03-04,12,Independencia.H,E,286
2024-03-04,12,Jose Maria Moreno,E,196
2024-03-04,12,Jujuy,E,229
2024-03-04,12,Juramento,D,1
2024-03-04,12,Las Heras,H,481
2024-03-04,12,Lavalle,C,247
2024-03-04,12,Leandro N. Alem,B,550
2024-03-04,12,Lima,A,341
2024-03-04,12,Loria,A,441
2024-03-04,12,Los Incas,B,436
2024-03-04,12,Malabia,B,885
2024-03-04,12,Mariano Moreno,C,233
2024-03-04,12,Medalla Milagrosa,E,108
2024-03-04,12,Medrano,B,881
2024-03-04,12,Ministro Carranza,D,3
2024-03-04,12,Once,H,860
2024-03-04,12,Palermo,D,3
2024-03-04,12,Pasco,A,175
2024-03-04,12,Pasteur,B,790
2024-03-04,12,Patricios,H,424
2024-03-04,12,Peru,A,378
2024-03-04,12,Pichincha,E,130
2024-03-04,12,Piedras,A,262
2024-03-04,12,Plaza Italia,D,1
2024-03-04,12,Plaza Miserere,A,865
2024-03-04,12,Plaza de Mayo,A,602
2024-03-04,12,Primera Junta,A,717
2024-03-04,12,Puan,A,421
2024-03-04,12,Pueyrredon,B,773
2024-03-04,12,Pueyrredon.D,D,4
2024-03-04,12,Pza. de los Virreyes,E,458
2024-03-04,12,Retiro,C,1318
2024-03-04,12,Retiro E,E,271
2024-03-04,12,Rio de Janeiro,A,657
2024-03-04,12,Rosas,B,1293
2024-03-04,12,Saenz Pena ,A,426
2024-03-04,12,San Jose,E,136
2024-03-04,12,San Juan,C,188
2024-03-04,12,San Pedrito,A,1360
2024-03-04,12,Santa Fe,H,721
2024-03-04,12,Tronador,B,331
2024-03-04,12,Urquiza,E,238
2024-03-04,12,Uruguay,B,991
2024-03-04,12,Varela,E,106
2024-03-04,12,Venezuela,H,380
2024-03-04,13,9 de julio,D,2
2024-03-04,13,Acoyte,A,764
2024-03-04,13,Alberti,A,302
2024-03-04,13,Angel Gallardo,B,699
2024-03-04,13,Avenida La Plata,E,253
2024-03-04,13,Avenida de Mayo,C,242
2024-03-04,13,Boedo,E,286
2024-03-04,13,Bolivar,E,534
2024-03-04,13,Callao,D,7
2024-03-04,13,Callao.B,B,1017
2024-03-04,13,Carabobo,A,471
2024-03-04,13,Carlos Gardel,B,629
2024-03-04,13,Carlos Pellegrini,B,986
2024-03-04,13,Caseros,H,431
2024-03-04,13,Castro Barros,A,530
2024-03-04,13,Catalinas,E,166
2024-03-04,13,Catedral,D,3
2024-03-04,13,Congreso,A,780
2024-03-04,13,Constitucion,C,2828
2024-03-04,13,Cordoba,H,535
2024-03-04,13,Correo Central,E,262
2024-03-04,13,Corrientes,H,283
2024-03-04,13,Diagonal Norte,C,255
2024-03-04,13,Dorrego,B,556
2024-03-04,13,Echeverria,B,223
2024-03-04,13,Emilio Mitre,E,184
2024-03-04,13,Entre Rios,E,221
2024-03-04,13,Facultad de Derecho,H,139
2024-03-04,13,Federico Lacroze,B,1292
2024-03-04,13,Flores,A,608
2024-03-04,13,Florida,B,826
2024-03-04,13,General Belgrano,E,221
2024-03-04,13,General San Martin,C,241
2024-03-04,13,Hospitales,H,619
2024-03-04,13,Humberto I,H,345
2024-03-04,13,Inclan,H,272
2024-03-04,13,Independencia,C,291
2024-03-04,13,Independencia.H,E,239
2024-03-04,13,Jose Maria Moreno,E,229
2024-03-04,13,Jujuy,E,176
2024-03-04,13,Las Heras,H,565
2024-03-04,13,Lavalle,C,317
2024-03-04,13,Leandro N. Alem,B,766
2024-03-04,13,Lima,A,388
2024-03-04,13,Loria,A,584
2024-03-04,13,Los Incas,B,421
2024-03-04,13,Malabia,B,761
2024-03-04,13,Mariano Moreno,C,275
2024-03-04,13,Medalla Milagrosa,E,96
2024-03-04,13,Medrano,B,843
2024-03-04,13,Ministro Carranza,D,5
2024-03-04,13,Olleros,D,1
2024-03-04,13,Once,H,871
2024-03-04,13,Palermo,D,2
2024-03-04,13,Pasco,A,196
2024-03-04,13,Pasteur,B,740
2024-03-04,13,Patricios,H,510
2024-03-04,13,Peru,A,513
2024-03-04,13,Pichincha,E,128
2024-03-04,13,Piedras,A,342
2024-03-04,13,Plaza Italia,D,1
2024-03-04,13,Plaza Miserere,A,867
2024-03-04,13,Plaza de Mayo,A,812
2024-03-04,13,Primera Junta,A,714
2024-03-04,13,Puan,A,327
2024-03-04,13,Pueyrredon,B,908
2024-03-04,13,Pueyrredon.D,D,2
2024-03-04,13,Pza. de los Virreyes,E,407
2024-03-04,13,Retiro,C,1472
2024-03-04,13,Retiro E,E,248
2024-03-04,13,Rio de Janeiro,A,583
2024-03-04,13,Rosas,B,1253
2024-03-04,13,Saenz Pena ,A,465
2024-03-04,13,San Jose,E,128
2024-03-04,13,San Juan,C,200
2024-03-04,13,San Pedrito,A,1376
2024-03-04,13,Santa Fe,H,683
2024-03-04,13,Tronador,B,251
2024-03-04,13,Urquiza,E,234
2024-03-04,13,Uruguay,B,1071
2024-03-04,13,Varela,E,120
2024-03-04,13,Venezuela,H,356
2024-03-04,14,9 de julio,D,1
2024-03-04,14,Acoyte,A,631
2024-03-04,14,Alberti,A,303
2024-03-04,14,Angel Gallardo,B,634
2024-03-04,14,Avenida La Plata,E,220
2024-03-04,14,Avenida de Mayo,C,321
2024-03-04,14,Boedo,E,213
2024-03-04,14,Bolivar,E,605
2024-03-04,14,Callao,D,5
2024-03-04,14,Callao.B,B,932
2024-03-04,14,Carabobo,A,466
2024-03-04,14,Carlos Gardel,B,631
2024-03-04,14,Carlos Pellegrini,B,1128
2024-03-04,14,Caseros,H,399
2024-03-04,14,Castro Barros,A,380
2024-03-04,14,Catalinas,E,136
2024-03-04,14,Catedral,D,4
2024-03-04,14,Congreso,A,782
2024-03-04,14,Constitucion,C,2464
2024-03-04,14,Cordoba,H,532
2024-03-04,14,Correo Central,E,314
2024-03-04,14,Corrientes,H,267
2024-03-04,14,Diagonal Norte,C,351
2024-03-04,14,Dorrego,B,544
2024-03-04,14,Echeverria,B,173
2024-03-04,14,Emilio Mitre,E,140
2024-03-04,14,Entre Rios,E,196
2024-03-04,14,Facultad de Derecho,H,201
2024-03-04,14,Federico Lacroze,B,1068
2024-03-04,14,Flores,A,493
2024-03-04,14,Florida,B,994
2024-03-04,14,General Belgrano,E,320
2024-03-04,14,General San Martin,C,274
2024-03-04,14,Hospitales,H,442
2024-03-04,14,Humberto I,H,272
2024-03-04,14,Inclan,H,235
2024-03-04,14,Independencia,C,280
2024-03-04,14,Independencia.H,E,229
2024-03-04,14,Jose Hernandez,D,1
2024-03-04,14,Jose Maria Moreno,E,153
2024-03-04,14,Jujuy,E,183
2024-03-04,14,Las Heras,H,454
2024-03-04,14,Lavalle,C,409
2024-03-04,14,Leandro N. Alem,B,821
2024-03-04,14,Lima,A,437
2024-03-04,14,Loria,A,404
2024-03-04,14,Los Incas,B,335
2024-03-04,14,Malabia,B,729
2024-03-04,14,Mariano Moreno,C,312
2024-03-04,14,Medalla Milagrosa,E,80
2024-03-04,14,Medrano,B,824
2024-03-04,14,Ministro Carranza,D,4
2024-03-04,14,Once,H,833
2024-03-04,14,Pasco,A,162
2024-03-04,14,Pasteur,B,782
2024-03-04,14,Patricios,H,435
2024-03-04,14,Peru,A,724
2024-03-04,14,Pichincha,E,103
2024-03-04,14,Piedras,A,425
2024-03-04,14,Plaza Miserere,A,832
2024-03-04,14,Plaza de Mayo,A,946
2024-03-04,14,Primera Junta,A,538
2024-03-04,14,Puan,A,240
2024-03-04,14,Pueyrredon,B,736
2024-03-04,14,Pza. de los Virreyes,E,272
2024-03-04,14,Retiro,C,1834
2024-03-04,14,Retiro E,E,269
2024-03-04,14,Rio de Janeiro,A,499
2024-03-04,14,Rosas,B,982
2024-03-04,14,Saenz Pena ,A,557
2024-03-04,14,San Jose,E,120
2024-03-04,14,San Juan,C,164
2024-03-04,14,San Pedrito,A,1241
2024-03-04,14,Santa Fe,H,819
2024-03-04,14,Tronador,B,337
2024-03-04,14,Urquiza,E,166
2024-03-04,14,Uruguay,B,995
2024-03-04,14,Varela,E,74
2024-03-04,14,Venezuela,H,291
2024-03-04,15,9 de julio,D,1
2024-03-04,15,Acoyte,A,550
2024-03-04,15,Aguero,D,2
2024-03-04,15,Alberti,A,378
2024-03-04,15,Angel Gallardo,B,637
2024-03-04,15,Avenida La Plata,E,222
2024-03-04,15,Avenida de Mayo,C,458
2024-03-04,15,Boedo,E,251
2024-03-04,15,Bolivar,E,983
2024-03-04,15,Callao.B,B,1120
2024-03-04,15,Carabobo,A,419
2024-03-04,15,Carlos Gardel,B,732
2024-03-04,15,Carlos Pellegrini,B,1303
2024-03-04,15,Caseros,H,434
2024-03-04,15,Castro Barros,A,538
2024-03-04,15,Catalinas,E,286
2024-03-04,15,Catedral,D,1
2024-03-04,15,Congreso,A,1022
2024-03-04,15,Congreso de Tucuman,D,1
2024-03-04,15,Constitucion,C,1896
2024-03-04,15,Cordoba,H,577
2024-03-04,15,Correo Central,E,416
2024-03-04,15,Corrientes,H,337
2024-03-04,15,Diagonal Norte,C,636
2024-03-04,15,Dorrego,B,616
2024-03-04,15,Echeverria,B,182
2024-03-04,15,Emilio Mitre,E,154
2024-03-04,15,Entre Rios,E,256
2024-03-04,15,Facultad de Derecho,H,191
2024-03-04,15,Federico Lacroze,B,1165
2024-03-04,15,Flores,A,469
2024-03-04,15,Florida,B,1333
2024-03-04,15,General Belgrano,E,398
2024-03-04,15,General San Martin,C,376
2024-03-04,15,Hospitales,H,440
2024-03-04,15,Humberto I,H,294
2024-03-04,15,Inclan,H,286
2024-03-04,15,Independencia,C,286
2024-03-04,15,Independencia.H,E,252
2024-03-04,15,Jose Maria Moreno,E,158
2024-03-04,15,Jujuy,E,179
2024-03-04,15,Las Heras,H,523
2024-03-04,15,Lavalle,C,682
2024-03-04,15,Leandro N. Alem,B,1038
2024-03-04,15,Lima,A,585
2024-03-04,15,Loria,A,363
2024-03-04,15,Los Incas,B,387
2024-03-04,15,Malabia,B,836
2024-03-04,15,Mariano Moreno,C,488
2024-03-04,15,Medalla Milagrosa,E,69
2024-03-04,15,Medrano,B,841
2024-03-04,15,Ministro Carranza,D,1
2024-03-04,15,Once,H,790
2024-03-04,15,Pasco,A,237
2024-03-04,15,Pasteur,B,884
2024-03-04,15,Patricios,H,391
2024-03-04,15,Peru,A,1077
2024-03-04,15,Pichincha,E,101
2024-03-04,15,Piedras,A,769
2024-03-04,15,Plaza Miserere,A,741
2024-03-04,15,Plaza de Mayo,A,1352
2024-03-04,15,Primera Junta,A,478
2024-03-04,15,Puan,A,299
2024-03-04,15,Pueyrredon,B,804
2024-03-04,15,Pza. de los Virreyes,E,264
2024-03-04,15,Retiro,C,1894
2024-03-04,15,Retiro E,E,314
2024-03-04,15,Rio de Janeiro,A,434
2024-03-04,15,Rosas,B,981
2024-03-04,15,Saenz Pena ,A,603
2024-03-04,15,San Jose,E,122
2024-03-04,15,San Juan,C,196
2024-03-04,15,San Pedrito,A,1078
2024-03-04,15,Santa Fe,H,892
2024-03-04,15,Tronador,B,335
2024-03-04,15,Urquiza,E,173
2024-03-04,15,Uruguay,B,1202
2024-03-04,15,Varela,E,95
2024-03-04,15,Venezuela,H,333
2024-03-04,16,9 de julio,D,1
2024-03-04,16,Acoyte,A,699
2024-03-04,16,Alberti,A,343
2024-03-04,16,Angel Gallardo,B,796
2024-03-04,16,Avenida La Plata,E,297
2024-03-04,16,Avenida de Mayo,C,527
2024-03-04,16,Boedo,E,275
2024-03-04,16,Bolivar,E,1342
2024-03-04,16,Bulnes,D,1
2024-03-04,16,Callao,D,3
2024-03-04,16,Callao.B,B,1377
2024-03-04,16,Carabobo,A,510
2024-03-04,16,Carlos Gardel,B,852
2024-03-04,16,Carlos Pellegrini,B,1445
2024-03-04,16,Caseros,H,571
2024-03-04,16,Castro Barros,A,583
2024-03-04,16,Catalinas,E,500
2024-03-04,16,Catedral,D,2
2024-03-04,16,Congreso,A,1084
2024-03-04,16,Constitucion,C,2039
2024-03-04,16,Cordoba,H,714
2024-03-04,16,Correo Central,E,644
2024-03-04,16,Corrientes,H,415
2024-03-04,16,Diagonal Norte,C,673
2024-03-04,16,Dorrego,B,817
2024-03-04,16,Echeverria,B,265
2024-03-04,16,Emilio Mitre,E,163
2024-03-04,16,Entre Rios,E,339
2024-03-04,16,Facultad de Derecho,H,302
2024-03-04,16,Federico Lacroze,B,1135
2024-03-04,16,Flores,A,600
2024-03-04,16,Florida,B,1835
2024-03-04,16,General Belgrano,E,509
2024-03-04,16,General San Martin,C,557
2024-03-04,16,Hospitales,H,498
2024-03-04,16,Humberto I,H,344
2024-03-04,16,Inclan,H,432
2024-03-04,16,Independencia,C,377
2024-03-04,16,Independencia.H,E,314
2024-03-04,16,Jose Hernandez,D,1
2024-03-04,16,Jose Maria Moreno,E,205
2024-03-04,16,Jujuy,E,204
2024-03-04,16,Juramento,D,1
2024-03-04,16,Las Heras,H,728
2024-03-04,16,Lavalle,C,929
2024-03-04,16,Leandro N. Alem,B,1448
2024-03-04,16,Lima,A,643
2024-03-04,16,Loria,A,540
2024-03-04,16,Los Incas,B,552
2024-03-04,16,Malabia,B,1024
2024-03-04,16,Mariano Moreno,C,582
2024-03-04,16,Medalla Milagrosa,E,110
2024-03-04,16,Medrano,B,1038
2024-03-04,16,Ministro Carranza,D,1
2024-03-04,16,Olleros,D,1
2024-03-04,16,Once,H,763
2024-03-04,16,Pasco,A,207
2024-03-04,16,Pasteur,B,879
2024-03-04,16,Patricios,H,608
2024-03-04,16,Peru,A,1273
2024-03-04,16,Pichincha,E,174
2024-03-04,16,Piedras,A,789
2024-03-04,16,Plaza Miserere,A,738
2024-03-04,16,Plaza de Mayo,A,1961
2024-03-04,16,Primera Junta,A,552
2024-03-04,16,Puan,A,433
2024-03-04,16,Pueyrredon,B,886
2024-03-04,16,Pza. de los Virreyes,E,283
2024-03-04,16,Retiro,C,2518
2024-03-04,16,Retiro E,E,440
2024-03-04,16,Rio de Janeiro,A,590
2024-03-04,16,Rosas,B,1217
2024-03-04,16,Saenz Pena ,A,797
2024-03-04,16,San Jose,E,162
2024-03-04,16,San Juan,C,216
2024-03-04,16,San Pedrito,A,1403
2024-03-04,16,Santa Fe,H,1073
2024-03-04,16,Tronador,B,569
2024-03-04,16,Urquiza,E,299
2024-03-04,16,Uruguay,B,1320
2024-03-04,16,Varela,E,103
2024-03-04,16,Venezuela,H,348
2024-03-04,17,9 de julio,D,6
2024-03-04,17,Acoyte,A,732
2024-03-04,17,Aguero,D,3
2024-03-04,17,Alberti,A,398
2024-03-04,17,Angel Gallardo,B,746
2024-03-04,17,Avenida La Plata,E,280
2024-03-04,17,Avenida de Mayo,C,600
2024-03-04,17,Boedo,E,260
2024-03-04,17,Bolivar,E,1659
2024-03-04,17,Bulnes,D,1
2024-03-04,17,Callao.B,B,1448
2024-03-04,17,Carabobo,A,595
2024-03-04,17,Carlos Gardel,B,968
2024-03-04,17,Carlos Pellegrini,B,1591
2024-03-04,17,Caseros,H,576
2024-03-04,17,Castro Barros,A,604
2024-03-04,17,Catalinas,E,956
2024-03-04,17,Catedral,D,4
2024-03-04,17,Congreso,A,1097
2024-03-04,17,Congreso de Tucuman,D,1
2024-03-04,17,Constitucion,C,1765
2024-03-04,17,Cordoba,H,692
2024-03-04,17,Correo Central,E,1070
2024-03-04,17,Corrientes,H,473
2024-03-04,17,Diagonal Norte,C,816
2024-03-04,17,Dorrego,B,970
2024-03-04,17,Echeverria,B,282
2024-03-04,17,Emilio Mitre,E,198
2024-03-04,17,Entre Rios,E,339
2024-03-04,17,Facultad de Derecho,H,476
2024-03-04,17,Federico Lacroze,B,1337
2024-03-04,17,Flores,A,506
2024-03-04,17,Florida,B,2197
2024-03-04,17,General Belgrano,E,514
2024-03-04,17,General San Martin,C,808
2024-03-04,17,Hospitales,H,515
2024-03-04,17,Humberto I,H,387
2024-03-04,17,Inclan,H,338
2024-03-04,17,Independencia,C,440
2024-03-04,17,Independencia.H,E,332
2024-03-04,17,Jose Maria Moreno,E,224
2024-03-04,17,Jujuy,E,214
2024-03-04,17,Las Heras,H,734
2024-03-04,17,Lavalle,C,1079
2024-03-04,17,Leandro N. Alem,B,2358
2024-03-04,17,Lima,A,729
2024-03-04,17,Loria,A,542
2024-03-04,17,Los Incas,B,481
2024-03-04,17,Malabia,B,1054
2024-03-04,17,Mariano Moreno,C,685
2024-03-04,17,Medalla Milagrosa,E,107
2024-03-04,17,Medrano,B,1036
2024-03-04,17,Ministro Carranza,D,4
2024-03-04,17,Once,H,819
2024-03-04,17,Pasco,A,203
2024-03-04,17,Pasteur,B,972
2024-03-04,17,Patricios,H,735
2024-03-04,17,Peru,A,1603
2024-03-04,17,Pichincha,E,157
2024-03-04,17,Piedras,A,979
2024-03-04,17,Plaza Italia,D,3
2024-03-04,17,Plaza Miserere,A,642
2024-03-04,17,Plaza de Mayo,A,2750
2024-03-04,17,Primera Junta,A,562
2024-03-04,17,Puan,A,390
2024-03-04,17,Pueyrredon,B,886
2024-03-04,17,Pueyrredon.D,D,2
2024-03-04,17,Pza. de los Virreyes,E,311
2024-03-04,17,Retiro,C,3091
2024-03-04,17,Retiro E,E,574
2024-03-04,17,Rio de Janeiro,A,626
2024-03-04,17,Rosas,B,1460
2024-03-04,17,Saenz Pena ,A,718
2024-03-04,17,San Jose,E,170
2024-03-04,17,San Juan,C,219
2024-03-04,17,San Pedrito,A,1774
2024-03-04,17,Santa Fe,H,1220
2024-03-04,17,Tronador,B,708
2024-03-04,17,Urquiza,E,219
2024-03-04,17,Uruguay,B,1261
2024-03-04,17,Varela,E,117
2024-03-04,17,Venezuela,H,363
2024-03-04,18,9 de julio,D,1
2024-03-04,18,Acoyte,A,680
2024-03-04,18,Alberti,A,393
2024-03-04,18,Angel Gallardo,B,768
2024-03-04,18,Avenida La Plata,E,260
2024-03-04,18,Avenida de Mayo,C,374
2024-03-04,18,Boedo,E,224
2024-03-04,18,Bolivar,E,990
2024-03-04,18,Callao.B,B,1270
2024-03-04,18,Carabobo,A,444
2024-03-04,18,Carlos Gardel,B,996
2024-03-04,18,Carlos Pellegrini,B,1451
2024-03-04,18,Caseros,H,497
2024-03-04,18,Castro Barros,A,543
2024-03-04,18,Catalinas,E,896
2024-03-04,18,Catedral,D,1
2024-03-04,18,Congreso,A,982
2024-03-04,18,Congreso de Tucuman,D,1
2024-03-04,18,Constitucion,C,1438
2024-03-04,18,Cordoba,H,623
2024-03-04,18,Correo Central,E,825
2024-03-04,18,Corrientes,H,441
2024-03-04,18,Diagonal Norte,C,600
2024-03-04,18,Dorrego,B,754
2024-03-04,18,Echeverria,B,215
2024-03-04,18,Emilio Mitre,E,132
2024-03-04,18,Entre Rios,E,241
2024-03-04,18,Facultad de Derecho,H,528
2024-03-04,18,Federico Lacroze,B,1033
2024-03-04,18,Flores,A,370
2024-03-04,18,Florida,B,1728
2024-03-04,18,General Belgrano,E,399
2024-03-04,18,General San Martin,C,690
2024-03-04,18,Hospitales,H,377
2024-03-04,18,Humberto I,H,317
2024-03-04,18,Inclan,H,220
2024-03-04,18,Independencia,C,325
2024-03-04,18,Independencia.H,E,266
2024-03-04,18,Jose Maria Moreno,E,203
2024-03-04,18,Jujuy,E,167
2024-03-04,18,Las Heras,H,670
2024-03-04,18,Lavalle,C,949
2024-03-04,18,Leandro N. Alem,B,1846
2024-03-04,18,Lima,A,602
2024-03-04,18,Loria,A,454
2024-03-04,18,Los Incas,B,477
2024-03-04,18,Malabia,B,1089
2024-03-04,18,Mariano Moreno,C,532
2024-03-04,18,Medalla Milagrosa,E,74
2024-03-04,18,Medrano,B,881
2024-03-04,18,Ministro Carranza,D,2
2024-03-04,18,Once,H,811
2024-03-04,18,Pasco,A,191
2024-03-04,18,Pasteur,B,925
2024-03-04,18,Patricios,H,645
2024-03-04,18,Peru,A,1153
2024-03-04,18,Pichincha,E,140
2024-03-04,18,Piedras,A,758
2024-03-04,18,Plaza Miserere,A,580
2024-03-04,18,Plaza de Mayo,A,1870
2024-03-04,18,Primera Junta,A,535
2024-03-04,18,Puan,A,342
2024-03-04,18,Pueyrredon,B,737
2024-03-04,18,Pueyrredon.D,D,2
2024-03-04,18,Pza. de los Virreyes,E,188
2024-03-04,18,Retiro,C,2821
2024-03-04,18,Retiro E,E,458
2024-03-04,18,Rio de Janeiro,A,513
2024-03-04,18,Rosas,B,1004
2024-03-04,18,Saenz Pena ,A,624
2024-03-04,18,San Jose,E,146
2024-03-04,18,San Juan,C,178
2024-03-04,18,San Pedrito,A,718
2024-03-04,18,Santa Fe,H,1084
2024-03-04,18,Tronador,B,535
2024-03-04,18,Urquiza,E,157
2024-03-04,18,Uruguay,B,1102
2024-03-04,18,Varela,E,57
2024-03-04,18,Venezuela,H,299
2024-03-04,19,Acoyte,A,548
2024-03-04,19,Alberti,A,237
2024-03-04,19,Angel Gallardo,B,584
2024-03-04,19,Avenida La Plata,E,168
2024-03-04,19,Avenida de Mayo,C,191
2024-03-04,19,Boedo,E,163
2024-03-04,19,Bolivar,E,424
2024-03-04,19,Callao.B,B,781
2024-03-04,19,Carabobo,A,312
2024-03-04,19,Carlos Gardel,B,790
2024-03-04,19,Carlos Pellegrini,B,809
2024-03-04,19,Caseros,H,187
2024-03-04,19,Castro Barros,A,368
2024-03-04,19,Catalinas,E,279
2024-03-04,19,Congreso,A,706
